Shop Name,Contact,Address,State,City,GST
Aura Salon (Bangalore),917417080109,Gomtinagar,Karnataka,Bangalore,
Truttar Pradeshti Make Over (Noida),917417069690,Majitha byepass,Uttar Pradesh,Noida,
Dilbahar Unisex Salon (Amritsar),917411414029,Jaunpur,Punjab,Amritsar,
Debus Ladies Salon (Guwahati),917408250007,Near bus stand,Assam,Guwahati,
Deep Breath (MeerUT),917408250007,"Near court coMadhya Pradeshlex, talwandi sabo",Uttar Pradesh,MeerUT,
Lavish Beauty Salon (Noida),917408004040,"PAN OASIS, 16, Market, Pan Oasis Society, Sector 70, Noida, Basi Bahuddin Nagar, Uttar Pradesh 201307",Uttar Pradesh,Noida,
3 Sixty Unisex Salon (Hapur),917389812704,Avantika 1 Ghaziabad,Uttar Pradesh,Hapur,
Mannat Beauty Parlor (Chandigarh),917385922515,Kunthanhalli,UT,Chandigarh,
Amar Men'S Parlour (Bakhtawarpur),917379635862,Pachoollor,Delhi,Bakhtawarpur,
Hair N Shanti Salon (Rajkot),917379022106,shyamachran rakshit barbazar chandannagar,Gujrat,Rajkot,
Indra Beauty Parlour (Taran tarn),917375484137,Satlaj appartment,Punjab,Taran tarn,
I Beauty Parlour (Taran taran),917357778906,"Galib appartment pushpanjali 
PitaMadhya Pradeshura ",Punjab,Taran taran,
Hayders Family Salon (Noida),917356565808,Hathi gate,Uttar Pradesh,Noida,
Anuttar Pradesham Beauty Parlour (Firozpur) (Nagpur),917351328360,Kudi Chb Jodhpur,Maharashtra,Nagpur,
Blush Bp (Noida),917347500164,Bhuiyadih Main Road,Uttar Pradesh,Noida,
Rani Beauty Parlour (Amritsar),917347424200,"Near  Mittal hospital, Moga",Punjab,Amritsar,
Tcs Beauty Salon (Nagpur),917340872412,Sec 44D,Maharashtra,Nagpur,
Pro Elite (Nagpur),917340217137,"Shop No 20, 21, Jal Vayu Vihar, J Block, Sector 25, Jal Vayu Vihar, Noida, Uttar Pradesh 201301",Maharashtra,Nagpur,
Lara Beauty Salon And Academy (Chandigarh),917318388444,"Deb Banerjee Rd, Naskarhat, Kasba, Kolkata, West Bengal 700039",UT,Chandigarh,
Javed Haviv Unisex (Amritsar),917317311881,"48/1, Chakraberia Road N, Jadubabur Bazar, Bhowanipore, Kolkata, West Bengal 700020",Punjab,Amritsar,
Fresh Looks Unisex Salon (Rajkot),917311110007,Sarla bhag extension,Gujrat,Rajkot,
Blessing Salon (Maldah),917307390389,"Shop No. 14, Lotus Panache, Sector 110",West Bengal,Maldah,
Kusum Beauty Parlour (Kapurthala),917306119922,KuveMadhya Pradeshunagar,Punjab,Kapurthala,
In Style Salon (Mysore),917302401408,"Kotkapura bypass, Faridkot",Karnataka,Mysore,
Anushka Beauty Parlour (Chandigarh),917302185405,Air force Jodhpur,UT,Chandigarh,
Eves Salon (Kanpur),917298456732,"Vijaya Garden CoMadhya Pradeshlex Gate No.1, Baridih",Uttar Pradesh,Kanpur,
Greens (Nagpur),917289992550,"UG 17, First Floor, Parsvanath Plaza, Sec 27, Noida",Maharashtra,Nagpur,
Arth Unisex Salon (Achhnera),917288378631,Near Shivala mandir,Uttar Pradesh,Achhnera,
7 Studio Salon (Ferozepore),917266881417,Malda,Punjab,Ferozepore,
Klips And Curls Salon And Academy (Chandigarh),917266881416,Jawahar bhawan Hazratganj,Punjab,Chandigarh,
Afeem Salon (Nagpur),917266881415,Srinagar nagar,Maharashtra,Nagpur,
Ambrose (Hisar),917251974203,Near railway station,Haryana,Hisar,
Golden Ray'S Make Over (Jalandhar),917246684832,"UG 8, Tower A, BhUTani alphathum word one, plot no 1, Noida-Greater Noida Expy, Sector 90, Noida, Uttar Pradesh 201305",Punjab,Jalandhar,
Leval Uttar Pradesh Barbar Shop (Chandigarh),917236016666,"Shop no 3, Chauhan Market, Shahdara, Sector 141, Noida, Uttar Pradesh 2013058448168666",UT,Chandigarh,
Layer X Salon (Fatehghar churian),917235053320,Gorewada road,Punjab,Fatehghar churian,
Glamour Unisex Salon (Ambikapur),917234067560,Adalpura,Chhattisgarh,Ambikapur,
Gc Makeover (Jaisalmer),917234020202,Naka chungi,Rajasthan,Jaisalmer,
Bristiz Beauty Saloon (Lucknow),917230047204,Chandrasekhar pur,Uttar Pradesh,Lucknow,
Hanish Unisex Salon (Rajkot),917222888399,"Lajpat Nagar 2, SoUTh Delhi",Gujrat,Rajkot,
Lavish Lock (Noida),917219430982,Link road,Uttar Pradesh,Noida,
Flora Beauty Parlour (Batala),917218734110,14/185 shivalik Road malviya nagar,Punjab,Batala,
Johnny Salon (New Delhi),917217540274,H68 Rajouri garden,Delhi,New Delhi,
Aftab Unisex Salon (Noida),917206788983,Paripally,Uttar Pradesh,Noida,
Bluez Bp (Kannur),917205937058,Rani ka bagh,Kerala,Kannur,
G Makeover (Gorakhpur),917204796792,Mahim West,Uttar Pradesh,Gorakhpur,
Jawad Habib Ramdevi (Modinagar),917081914684,"Kotkapura baypass, MUttarakhandtsar",Uttar Pradesh,Modinagar,
Mangalam Beauty Parlor (Mumbai),917080627441,Near Gandhi chock,Maharashtra,Mumbai,
"Nv Salon , Moga (Gorakhpur)",917068643654,Gurbakash nagar,Uttar Pradesh,Gorakhpur,
Hayders Hair And Beauty Studio (Jodhpur),917067101040,"Shop no-9 Casawood stock market, Gaur city 2. Greater noida, Gaur City 2, Noida, Uttar Pradesh 201301",Rajasthan,Jodhpur,
Identity Salon (Bangalore),917065030030,"Public school road, silchar",Karnataka,Bangalore,
Msv Unisex Salon (Nagpur),917061765569,Naranpura,Maharashtra,Nagpur,
Neel Davids Salon (Jamshedpur),917061580297,Major dhyanchand meerUT,Jharkhand,Jamshedpur,
